"BehaviorSpace results (NetLogo 6.3.0)"
"TrabalhoPratico.nlogo"
"experiment"
"10/12/2023 19:03:24:105 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","energiaObtida","energiaHiena","nHienas","reproduzir?","EnergiaPerdidaCombate","nLeoes","AlimentoPeqPorte","descansoLeao","energiaLeao","FomeLeao","HienasMelhoradas?","AlimentoGrandePorte","LeoesMelhorados?","nCelulasAzuis","[step]","count hienas","count leoes","ticks"
"34","5","25","50","true","10","50","15","15","25","10","true","7","true","5","570","0","0","570"
"35","5","25","50","true","10","50","15","15","25","10","true","7","true","5","281","0","0","281"
"31","5","25","50","true","10","50","15","15","25","10","true","7","true","5","559","0","0","559"
"33","5","25","50","true","10","50","15","15","25","10","true","7","true","5","306","0","0","306"
"39","5","25","50","true","10","50","15","15","25","10","true","7","true","5","296","0","0","296"
"38","5","25","50","true","10","50","15","15","25","10","true","7","true","5","423","0","0","423"
"37","5","25","50","true","10","50","15","15","25","10","true","7","true","5","295","0","0","295"
"42","5","25","50","true","10","50","15","15","25","10","true","7","true","5","329","0","0","329"
"43","5","25","50","true","10","50","15","15","25","10","true","7","true","5","380","0","0","380"
"36","5","25","50","true","10","50","15","15","25","10","true","7","true","5","366","0","0","366"
"44","5","25","50","true","10","50","15","15","25","10","true","7","true","5","392","0","0","392"
"40","5","25","50","true","10","50","15","15","25","10","true","7","true","5","420","0","0","420"
"45","5","25","50","true","10","50","15","15","25","10","true","7","true","5","334","0","0","334"
"41","5","25","50","true","10","50","15","15","25","10","true","7","true","5","655","0","0","655"
"50","5","25","50","true","10","50","15","15","25","10","true","7","true","5","386","0","0","386"
"46","5","25","50","true","10","50","15","15","25","10","true","7","true","5","385","0","0","385"
"48","5","25","50","true","10","50","15","15","25","10","true","7","true","5","285","0","0","285"
"49","5","25","50","true","10","50","15","15","25","10","true","7","true","5","288","0","0","288"
"52","5","25","50","true","10","50","15","15","25","10","true","7","true","5","324","0","0","324"
"54","5","25","50","true","10","50","15","15","25","10","true","7","true","5","416","0","0","416"
"51","5","25","50","true","10","50","15","15","25","10","true","7","true","5","337","0","0","337"
"55","5","25","50","true","10","50","15","15","25","10","true","7","true","5","277","0","0","277"
"56","5","25","50","true","10","50","15","15","25","10","true","7","true","5","362","0","0","362"
"53","5","25","50","true","10","50","15","15","25","10","true","7","true","5","446","0","0","446"
"57","5","25","50","true","10","50","15","15","25","10","true","7","true","5","493","0","0","493"
"47","5","25","50","true","10","50","15","15","25","10","true","7","true","5","550","0","0","550"
"59","5","25","50","true","10","50","15","15","25","10","true","7","true","5","293","0","0","293"
"60","5","25","50","true","10","50","15","15","25","10","true","7","true","5","310","0","0","310"
"61","5","25","50","true","10","50","15","15","25","10","true","7","true","5","447","0","0","447"
"63","5","25","50","true","10","50","15","15","25","10","true","7","true","5","387","0","0","387"
"64","5","25","50","true","10","50","15","15","25","10","true","7","true","5","278","0","0","278"
"65","5","25","50","true","10","50","15","15","25","10","true","7","true","5","409","0","0","409"
"62","5","25","50","true","10","50","15","15","25","10","true","7","true","5","585","0","0","585"
"58","5","25","50","true","10","50","15","15","25","10","true","7","true","5","332","0","0","332"
"66","5","25","50","true","10","50","15","15","25","10","true","7","true","5","353","0","0","353"
"69","5","25","50","true","10","50","15","15","25","10","true","7","true","5","478","0","0","478"
"67","5","25","50","true","10","50","15","15","25","10","true","7","true","5","373","0","0","373"
"71","5","25","50","true","10","50","15","15","25","10","true","7","true","5","259","0","0","259"
"70","5","25","50","true","10","50","15","15","25","10","true","7","true","5","283","0","0","283"
"73","5","25","50","true","10","50","15","15","25","10","true","7","true","5","290","0","0","290"
"72","5","25","50","true","10","50","15","15","25","10","true","7","true","5","302","0","0","302"
"68","5","25","50","true","10","50","15","15","25","10","true","7","true","5","410","0","0","410"
"77","5","25","50","true","10","50","15","15","25","10","true","7","true","5","374","0","0","374"
"75","5","25","50","true","10","50","15","15","25","10","true","7","true","5","245","0","0","245"
"74","5","25","50","true","10","50","15","15","25","10","true","7","true","5","446","0","0","446"
"76","5","25","50","true","10","50","15","15","25","10","true","7","true","5","536","0","0","536"
"80","5","25","50","true","10","50","15","15","25","10","true","7","true","5","355","0","0","355"
"79","5","25","50","true","10","50","15","15","25","10","true","7","true","5","327","0","0","327"
"82","5","25","50","true","10","50","15","15","25","10","true","7","true","5","373","0","0","373"
"78","5","25","50","true","10","50","15","15","25","10","true","7","true","5","363","0","0","363"
"83","5","25","50","true","10","50","15","15","25","10","true","7","true","5","264","0","0","264"
"81","5","25","50","true","10","50","15","15","25","10","true","7","true","5","469","0","0","469"
"84","5","25","50","true","10","50","15","15","25","10","true","7","true","5","336","0","0","336"
"85","5","25","50","true","10","50","15","15","25","10","true","7","true","5","299","0","0","299"
"87","5","25","50","true","10","50","15","15","25","10","true","7","true","5","260","0","0","260"
"88","5","25","50","true","10","50","15","15","25","10","true","7","true","5","326","0","0","326"
"90","5","25","50","true","10","50","15","15","25","10","true","7","true","5","283","0","0","283"
"91","5","25","50","true","10","50","15","15","25","10","true","7","true","5","475","0","0","475"
"92","5","25","50","true","10","50","15","15","25","10","true","7","true","5","267","0","0","267"
"86","5","25","50","true","10","50","15","15","25","10","true","7","true","5","295","0","0","295"
"89","5","25","50","true","10","50","15","15","25","10","true","7","true","5","301","0","0","301"
"93","5","25","50","true","10","50","15","15","25","10","true","7","true","5","362","0","0","362"
"96","5","25","50","true","10","50","15","15","25","10","true","7","true","5","414","0","0","414"
"95","5","25","50","true","10","50","15","15","25","10","true","7","true","5","448","0","0","448"
"94","5","25","50","true","10","50","15","15","25","10","true","7","true","5","368","0","0","368"
"98","5","25","50","true","10","50","15","15","25","10","true","7","true","5","294","0","0","294"
"99","5","25","50","true","10","50","15","15","25","10","true","7","true","5","287","0","0","287"
"97","5","25","50","true","10","50","15","15","25","10","true","7","true","5","270","0","0","270"
"100","5","25","50","true","10","50","15","15","25","10","true","7","true","5","473","0","0","473"
